Song,Date,Number of Plays
Florencia,2010-06-01,504
Bernardine,1909-04-21,630
Elfreda,1971-04-16,863
Dorthy,1905-06-12,853
Eugine,1917-05-23,278
Nessie,1956-05-09,97
Dorene,2010-08-09,361
Kamilah,1972-03-22,506
Mallory,2012-12-29,974
Tarra,1997-05-20,4
Teriann,1936-08-26,6
Molli,1989-03-03,385
Lindie,2016-10-21,229
Alex,1904-01-20,939
Danny,1912-02-18,435
Gerianna,1949-05-19,184
Barbi,1905-03-02,82
Antonietta,1989-01-07,805
Marsiella,1915-03-07,322
Catrina,1918-12-31,927
Kathy,1908-11-07,449
Leontine,1949-09-20,665
Bernardine,1964-07-13,654
Dennie,1979-01-11,665
Dolli,2009-05-11,570
Myriam,1950-10-09,551
Norine,1920-06-18,55
Quintina,1903-08-23,32
Rori,1966-11-10,576
Johna,1974-09-02,1
Camile,2003-03-13,126
Rosene,1963-08-13,489
Sam,1964-02-04,442
Marylou,1938-10-09,624
Deirdre,1941-06-14,471
Karolina,1996-12-07,257
Nita,1991-05-04,324
Roseline,1992-04-21,287
Kathy,1978-03-06,310
Vonny,1988-01-19,637
Leeanne,1958-08-20,659
Gusella,1901-10-24,396
Annaliese,1990-04-02,615
Amelia,2006-04-08,66
Ardys,1963-02-03,641
Dari,1908-12-17,304
Marnia,1985-06-25,35
Madelle,2002-07-11,1
Natka,1963-05-15,513
Viki,1937-12-09,874
Susette,2016-03-10,456
Micheline,1987-12-19,914
Marylou,1954-09-19,72
Tressa,1910-09-09,336
Adriana,1945-06-25,891
Sophia,1996-08-29,727
Collen,1945-04-10,649
Lindie,1950-10-10,768
Bobbi,1913-09-20,901
Hermione,1970-07-05,126
Daryl,1997-04-06,474
Merrie,1996-06-11,375
Katuscha,1924-09-12,74
Kore,1999-04-08,135
Pamella,1949-08-09,875
Janenna,1942-10-28,29
Carmela,1937-10-28,344
Melodie,2005-11-20,423
Pamella,1919-09-16,383
Tera,1921-02-20,329
Zaria,1911-11-27,995
Coral,1985-01-19,365
Aaren,1953-01-03,545
Agathe,2008-05-04,913
Phylis,1984-05-07,409
Lorenza,1907-09-06,658
Fanny,1946-12-04,187
Abbie,1958-03-07,577
Bobinette,1956-05-18,223
Barbi,2018-05-05,115
Olivette,1992-05-04,445
Ginnie,1933-10-19,702
Codie,1904-08-29,921
Aigneis,1932-09-17,147
Florencia,2002-02-23,513
Lulita,1998-06-18,173
Flo,1979-01-19,124
Latisha,1924-08-13,884
Dawn,1909-06-26,742
Dari,1972-09-19,95
Roxane,2018-02-16,742
Calla,1977-06-04,276
Ariela,1916-09-05,51
Gratia,2001-09-28,831
Tybie,1999-04-23,866
Dale,1937-03-02,976
Latisha,1909-05-10,725
Blake,1959-09-30,572
Damaris,1992-07-15,600
Gaylene,1950-10-02,237
Nelle,1922-12-07,245
Adele,1972-09-29,263
Gerianna,1990-03-07,831
Myrtice,1991-03-27,360
Benita,1984-12-28,479
Alyssa,1908-08-22,972
Aili,1970-09-08,679
Bettine,2017-01-26,383
Roxane,1928-07-16,545
Lonnie,2001-01-13,555
Paola,1971-08-10,138
Ayn,1968-04-08,307
Dode,2008-09-22,41
Aeriela,1958-11-13,937
Elie,1905-08-17,701
Sheelagh,1900-02-21,986
Rhoda,1917-03-21,756
Gertrud,1958-06-29,687
Noelle,1945-09-10,722
Karolina,1909-07-14,727
Harrietta,1993-01-06,347
Vere,1937-12-17,582
Romona,1987-05-08,364
Ida,2013-04-16,907
Lila,2009-10-20,743
Vonny,1967-07-17,870
Ulrike,1960-09-13,407
Carol-Jean,1999-12-08,697
Beverley,1959-07-01,286
Corly,1959-05-13,492
Dorothy,2001-07-25,606
Nyssa,1964-08-05,671
Debee,1958-01-27,191
Gertrud,1932-02-27,831
Vevay,1922-01-12,597
Taffy,1965-09-26,162
Evita,1916-03-01,604
Briney,2018-10-01,431
Charmaine,1943-12-16,120
Audrie,1922-08-12,268
Marita,1929-01-25,934
Kate,1994-01-01,27
Selia,1921-06-02,615
Ericka,1907-12-08,413
Jolyn,1967-06-30,857
Cordi,1982-04-02,313
Estell,1996-08-04,203
Roseline,2019-03-23,768
Elvira,1921-07-04,907
Nollie,1918-03-18,572
Pierette,1990-09-01,684
Blinni,1953-07-11,976
Kylynn,1981-05-18,609
Christian,1931-11-04,423
Nessie,1915-07-14,131
Konstance,1947-03-29,645
Feliza,1988-01-20,389
Catrina,1968-02-07,255
Frances,1989-05-27,97
Lucille,1955-04-27,512
Jemie,1983-01-22,237
Carilyn,1966-06-21,400
Adriana,1900-10-22,96
Lexine,1913-03-08,612
Arlena,1906-10-18,261
Paulita,1938-03-03,627
Marcelline,1991-02-12,168
Chickie,1985-02-23,105
Margalo,2012-07-27,152
Mara,1959-09-16,785
Robinia,1922-07-28,45
Donetta,1960-09-01,145
Corly,1976-09-06,884
Berget,2013-08-21,180
Ricky,1994-04-04,229
Hannis,1989-11-25,55
Brana,1942-10-27,471
Joceline,1967-02-09,740
Christal,1932-03-30,857
Violet,1930-09-18,174
Mariele,1916-03-17,957
Edee,2019-03-13,323
Jaime,1901-06-03,753
Cindelyn,1999-06-02,290
Norine,1910-09-28,129
Tamqrah,1941-02-18,240
Reeba,1962-06-04,684
Elyssa,1972-12-08,78
Althea,2016-01-25,711
Kirbee,2007-04-01,473
Chandra,1955-08-25,396
Katuscha,1900-11-25,579
Gilda,2018-11-27,680
Cassondra,2015-03-05,181
Christy,1997-02-26,113
Deane,1952-12-03,859
Heida,1918-12-17,269
Misha,2004-06-29,382
Tomasina,2010-04-13,349
Evaleen,2015-12-08,939
Marnia,1941-02-14,516
Nyssa,1962-11-14,70
Gavrielle,1986-01-15,513
Carree,1992-04-08,374
Maud,2003-04-07,593
Janenna,2004-03-06,101
Lucille,2007-07-05,704
Cacilie,1986-02-01,774
Addia,1987-08-11,92
Bertine,1969-02-02,309
Arlena,1996-05-05,120
Stevana,1936-01-23,693
Stevana,1958-12-05,306
Lynde,1910-11-07,717
Darci,2016-08-15,333
Edyth,1910-06-05,843
Joy,1940-03-24,429
Melina,1905-04-15,58
Yolane,1991-04-07,605
Modestia,1998-07-20,337
Nikki,1949-12-05,781
Ingrid,2002-05-29,883
Jaclyn,2013-11-24,913
Hayley,1974-12-01,419
Roberta,2007-11-20,76
Fanny,1932-03-10,116
Kimmy,1904-10-02,344
Kelly,1966-03-02,669
Marsiella,1933-07-14,767
Danny,2018-12-22,471
Josephine,1967-01-15,824
Dianemarie,1985-01-16,363
Corina,2005-03-27,198
Blinni,1979-06-30,963
Joy,2006-05-07,283
Vevay,1966-03-02,39
Bettine,1905-05-31,331
Winny,1959-12-10,586
Fina,2019-10-10,762
Jolyn,1957-03-07,648
Sadie,1981-03-03,293
Daryl,1967-09-21,638
Edyth,1948-11-23,342
Peri,1988-11-07,50
Nanete,1910-05-04,637
Frank,1997-01-17,764
June,2004-09-28,963
Amalie,2003-06-03,755
Bill,1971-05-17,522
Adelle,2005-11-10,703
Karlee,1972-02-07,264
Carolina,1995-04-16,687
Katharina,1980-07-22,167
Taffy,1906-12-06,117
Joelly,1908-02-04,26
Zsa Zsa,1920-01-28,168
Selia,2010-10-14,201
Natka,1915-03-10,773
Bibby,1904-11-16,377
Emma,1931-01-15,640
Misha,1936-12-14,637
Fanchon,1943-07-25,263
Annabela,1954-04-04,883
Leia,1985-10-14,142
Teddie,1908-03-08,242
Tamqrah,2012-09-09,931
Maryellen,1940-01-13,637
Noelle,1954-08-30,628
Viki,1925-02-25,60
Minda,1970-02-05,807
Vivia,1901-11-27,585
Jany,1960-11-13,925
Shandie,1916-12-26,353
Berta,1923-10-21,567
Nadine,1943-08-01,914
Randa,1995-01-17,918
Annecorinne,1982-03-24,446
Kellen,1905-12-31,217
Bernie,1967-02-02,487
Nonnah,1960-10-27,757
Konstance,1937-09-28,950
Yetty,1941-03-24,619
Averyl,1969-12-14,959
Vevay,1937-10-14,171
Emmey,2002-10-27,882
Linzy,2000-10-15,164
Orsola,2019-06-21,609
Jany,1901-08-14,860
Cherrita,1933-05-25,380
Fidelia,1978-09-20,284
Alleen,1908-07-13,819
Rosabelle,1984-10-25,841
Rozele,2010-05-15,58
Sue,2012-10-09,325
Silvana,1944-06-20,644
Chloris,2000-04-29,667
Agnese,1930-06-17,93
Deedee,1934-10-14,949
Annabela,2010-04-08,490
Nita,1990-06-04,115
Tani,1964-03-12,666
Alisha,1991-05-09,749
Sean,1939-09-05,179
Dulcinea,1931-05-19,903
Berta,2008-07-15,528
Annecorinne,1976-12-15,632
Kristan,1905-07-23,673
Jenilee,2009-12-25,124
Xylina,1937-12-07,664
Romona,1943-01-27,169
Coral,1963-04-25,447
Raina,1921-03-15,243
Nariko,1903-04-08,974
Linzy,2008-08-17,537
Brandise,1952-06-13,545
Harrietta,1993-02-07,398
Justinn,1972-09-04,689
Cherilyn,1988-12-23,689
Iseabal,1949-01-08,102
Suzette,1978-08-27,463
Perry,1900-06-21,627
Adriana,1961-04-04,990
Mahalia,2016-01-20,586
Neila,2003-01-24,30
Joy,1931-01-18,675
Jsandye,2008-09-14,807
Binny,1957-10-24,575
Jenda,2014-06-06,515
Atlanta,1940-07-26,336
Shannah,1988-10-04,957
Daryl,1918-03-07,372
Lynnea,1961-07-12,936
Renae,1987-12-01,276
Lilith,1951-11-18,167
Tatiania,1992-10-30,934
Melodie,1914-01-17,580
Benita,1981-01-22,536
Tamqrah,1990-01-09,319
Rochette,1989-06-12,932
Gisela,1925-09-24,166
Deloria,1996-06-09,508
Renae,2001-10-09,972
Janis,1937-11-17,863
Phedra,1922-01-16,340
Paola,2007-01-06,140
Dulce,1927-03-15,188
Hope,1954-12-28,716
Ketti,2018-02-04,370
Paola,1965-06-18,39
Albertina,1978-10-26,738
Tersina,1949-05-09,752
Melodie,1907-01-14,283
Tilly,1947-03-17,222
Celisse,1974-07-31,199
Joeann,1948-11-10,818
Tobe,2002-05-07,500
Dorthy,1940-12-27,514
Collen,1994-04-02,926
Marjie,1984-08-21,683
Concettina,2003-06-09,734
Ayn,1914-01-30,912
Ada,1917-11-04,487
Shandie,2005-04-12,141
Sam,1971-03-12,414
Peri,1902-03-04,354
Shell,2014-08-06,288
Moyna,1974-02-11,898
Cathie,1978-10-24,733
Ardenia,1939-08-05,948
Wendi,1937-09-25,194
Sophia,1945-05-01,104
Joane,2001-03-29,349
Annaliese,1942-04-26,175
Atlanta,1924-06-13,519
Consuela,1953-04-03,81
Darlleen,2001-04-28,971
Glynnis,1946-02-26,886
Di,1938-07-16,970
Jinny,1998-11-16,308
Gabriellia,1947-05-16,244
Cyndie,1911-05-04,912
Norine,1925-04-08,647
Jinny,2010-02-07,170
Kathi,1968-07-23,585
Ida,2009-10-16,51
Constance,1981-09-08,949
Laurene,1939-06-12,629
Lory,1975-11-20,590
Hope,1914-07-06,477
Max,1998-04-22,134
Gaylene,1960-12-16,224
Kary,1974-10-19,505
Madeleine,1942-07-30,916
Mariele,1968-10-25,383
Tybie,1927-03-18,329
Gwyneth,1949-08-20,642
Blake,1985-09-13,632
Tori,1913-08-28,872
Roxane,2006-01-29,455
Chastity,1921-06-03,695
Alie,1930-03-21,467
Arlina,2002-12-24,103
Briney,1959-03-14,574
Isa,1967-11-09,877
Marsiella,1904-02-20,645
Wynne,1915-12-07,79
Ericka,1945-02-26,315
Daryl,1917-04-07,324
Frank,1948-04-06,484
Sheelagh,1949-02-26,237
Viviene,1958-07-29,617
Nita,1964-02-29,954
Tersina,2007-01-15,83
Nariko,2009-02-01,647
Millie,1916-08-10,366
Beatriz,1906-01-14,812
Dorice,1955-09-17,10
Deane,1969-10-30,636
Candi,1951-10-03,378
Blake,1921-06-12,959
Leeanne,1941-11-28,788
Kaja,1952-04-30,852
Sissy,1961-01-29,525
Dulce,1945-08-10,869
Gui,1908-02-09,487
Orelia,1945-02-06,389
Priscilla,1916-08-10,942
Jaclyn,2013-10-28,358
Dyann,1932-04-08,186
Tressa,2009-09-20,317
Susan,1932-12-05,304
Basia,2005-11-13,134
Carlie,1987-08-12,905
Imojean,1936-08-14,996
Candi,1991-11-09,626
Nollie,1979-10-07,757
Robbi,1997-10-11,983
Mara,1911-02-09,983
Abbie,1962-12-20,309
Elora,1975-10-28,881
Lynea,1920-01-04,573
Laure,1945-03-14,69
Lizzie,1920-05-01,424
Marjie,1982-04-16,139
Perry,1939-04-28,11
Candi,1975-08-13,82
Sheelagh,1903-10-12,580
Zia,1941-07-17,910
Bernardine,1945-03-19,938
Danika,1919-01-26,41
Melisent,1954-08-26,641
Atlanta,1958-01-06,234
Althea,1968-11-22,999
Alie,1972-08-25,152
Fayre,1946-01-16,202
Ruthe,2007-08-17,124
Xylina,1933-09-21,707
Selia,1912-06-09,702
Katharina,1928-10-03,792
Cathyleen,1981-11-09,935
Rubie,1937-04-10,372
Livvyy,1938-01-23,64
Raquela,1987-11-02,422
Neila,1946-03-03,226
Kenna,1981-06-29,75
Desirae,1989-03-01,244
Elmira,1914-11-24,330
Delilah,2001-12-16,438
Jenda,1934-09-28,707
Trudie,1950-04-25,826
Lusa,1947-04-10,393
Ursulina,2014-08-21,940
Inga,1915-12-10,218
Evita,1998-04-14,148
Roz,1900-02-04,21
Jordan,2011-11-17,597
Caritta,1939-12-10,201
Maryellen,1970-05-31,507
Edith,1938-06-05,751
Kaja,2012-07-23,311
Marguerite,1989-03-31,521
Allis,1968-12-03,900
Heida,1919-11-22,106
Arlena,1997-06-29,342
Emmey,1912-12-28,175
Sandie,2013-05-02,266
Janey,1930-07-25,531
Priscilla,1994-11-15,770
Evita,1921-08-24,876
Kimberley,1914-06-20,102
Kimberley,1979-10-11,458
Phedra,1913-05-17,769
Cyndie,1906-05-22,719
Donnie,2010-08-27,332
Selia,1977-09-26,666
Nerta,2008-11-07,686
Sidoney,1904-12-09,895
Verla,2018-10-04,334
Joeann,1976-04-04,965
Alyssa,1913-08-17,649
Wanda,1966-08-19,156
Halette,2006-12-26,600
Rochette,1954-02-27,640
Flo,1988-05-15,274
Magdalena,1999-12-28,935
Devina,2005-08-26,388
Sashenka,1958-03-19,295
Margalo,2016-11-13,393
Hollie,1996-05-20,718
Ardys,1903-12-14,944
Renie,2017-03-24,662
Ida,1985-04-11,890
Alie,1901-07-06,990
Beth,1939-12-30,178
Lyssa,1994-04-23,307
Charlena,1920-08-09,795
Consuela,1910-12-16,863
Roslyn,1959-02-05,51
Corina,1902-04-25,835
Tomasina,1952-09-20,726
Evaleen,1918-08-29,606
Rozele,1972-01-08,540
Lesly,1907-05-25,664
Danika,2000-12-16,937
Maurene,1946-05-01,252
Kylynn,1937-09-20,93
Leia,2012-07-27,895
Linzy,1929-02-17,790
Veda,2010-08-17,942
Priscilla,1905-08-28,957
Lorenza,1942-04-09,280
Perry,2010-05-02,404
Justinn,2003-01-10,860
Johna,1909-01-23,697
Jemie,1953-12-29,343
Linet,1922-07-02,52
Kimberley,1992-12-08,913
Tori,1930-02-13,415
Nonnah,2011-09-12,964
Sam,1970-08-26,798
Ulrike,1993-09-13,331
Neila,1984-03-27,865
Viki,1985-07-28,753
Laure,1991-02-17,322
Aurore,2014-01-11,24
Layla,1950-11-04,148
Alia,1937-03-22,97
Codie,1991-10-29,583
Sandie,1903-03-25,413
Margette,1994-07-27,633
Lily,1948-10-10,587
Aimil,1959-09-27,476
Aigneis,1956-06-28,190
Krystle,1943-05-22,432
Rochette,2014-03-11,33
Susette,1974-07-17,76
Lesly,1926-10-05,695
Doralynne,1989-02-11,422
Meghann,1990-12-02,970
Addia,2012-03-23,767
Susette,1906-01-20,747
Danny,1975-03-02,963
Selma,1983-07-30,243
Trixi,1969-03-18,967
Tori,1917-07-13,599
Gilda,1924-04-01,501
Marleah,1967-12-09,827
Binny,2015-12-07,649
Loree,1907-05-15,898
Ninnetta,1956-07-07,335
Jere,1961-06-17,13
Rochette,1950-04-24,912
Ann-Marie,1947-11-16,920
Cathyleen,1921-08-13,615
Frieda,1946-03-19,185
Millie,1974-05-30,228
Nanete,2019-09-07,697
Ada,1950-02-23,805
Jackie,1970-02-23,538
Renae,1961-10-27,720
Ethel,2007-07-14,742
Kore,1902-10-07,847
Gwyneth,1931-03-01,661
June,1939-05-24,826
Ardeen,1969-12-03,631
Lisette,1958-07-25,735
Elyssa,1979-08-02,605
Kimmy,2012-06-06,79
Mellicent,1964-02-07,993
Shaine,1937-04-25,594
Jennica,1959-10-23,437
Giustina,2014-03-30,302
Vivia,1948-12-29,434
Barbi,1931-07-05,8
Ardys,1936-08-15,793
Mariele,2015-06-02,815
Beth,2005-02-05,965
Dianemarie,1926-05-28,971
Esmeralda,1981-07-17,845
Sue,1925-01-17,895
Kial,1959-02-25,673
Coral,1911-09-09,393
Chandra,1935-01-30,342
Lyssa,1912-12-13,100
Lusa,1951-10-27,845
Brana,1972-08-18,333
Paulita,1929-11-06,509
Kirbee,1975-04-24,672
Lizzie,1915-06-18,152
Nelle,1947-12-14,176
Aaren,1918-09-14,877
Rochette,1994-08-18,985
Jean,1985-02-14,744
Lorenza,1955-01-22,40
Benita,1982-02-12,987
Meriel,1901-04-02,503
Aigneis,1926-10-31,386
Beth,1923-04-02,824
Dulcinea,1983-12-05,682
Tani,1974-07-09,241
Tressa,1978-09-25,509
Nyssa,2005-09-17,746
Morganica,1947-05-21,447
Cathie,1971-10-11,392
Wileen,1909-05-18,998
Meg,1929-09-14,608
Ida,1936-08-24,658
Joelly,1916-09-18,553
Taffy,1917-09-15,516
Ira,1997-01-05,453
Elise,1997-12-21,325
Deane,1979-07-24,938
Ivett,2008-05-19,788
Phedra,1963-11-26,215
Adore,1993-12-01,362
Carmencita,2007-04-11,896
Harmonia,1955-01-04,780
Flo,1991-01-13,37
Mireielle,1933-08-09,780
Mildrid,1996-05-22,734
Wileen,1926-07-06,730
Darlleen,1945-01-13,379
Eugine,1992-12-01,112
Anica,1968-07-21,669
Miquela,1927-01-17,22
Adriana,1900-07-08,560
Jordan,2008-03-03,266
Andree,2003-04-23,72
Berta,1935-11-19,465
Amara,1936-09-05,982
Mallory,1996-11-09,167
Alex,1922-12-01,287
Margarette,1902-03-29,15
Lory,1944-06-13,982
Fayre,1912-01-16,723
Cindelyn,1951-02-05,410
Agnese,2009-10-25,380
Anallese,1978-01-13,469
Nariko,1909-10-17,303
Marinna,2007-03-13,118
Ilse,1952-01-19,902
Corly,2013-03-24,112
Rochette,1936-04-28,438
Ninnetta,2014-06-16,478
Sarette,1948-03-08,627
Winifred,1924-03-03,511
Jorry,2002-04-30,624
Dulce,1954-02-26,2
Netty,1921-10-30,383
Chloris,1943-12-12,136
Maud,1974-04-14,945
Sophia,1921-07-26,400
Sophia,1987-07-06,866
Aili,2004-01-29,973
Sidoney,1942-04-24,802
Giustina,1906-05-20,171
Emmey,1956-06-15,140
Mara,1968-06-10,598
Rori,1963-10-19,488
Estell,2005-03-17,686
Cathyleen,1935-06-24,21
Elka,1980-04-20,122
Lila,1972-10-21,1000
Aurelie,1937-08-31,140
Marjie,2004-04-27,329
Barbi,1969-11-05,710
Adelle,1932-08-02,895
Ulrike,1930-11-04,757
Aimil,2004-03-09,229
Beth,1979-05-19,343
Margette,2019-06-29,434
Debee,1931-12-21,630
Goldie,1985-04-27,406
Pollyanna,1953-03-07,217
Liana,1980-03-14,837
Ketti,1987-11-22,292
Petronia,1956-04-07,758
Rosaline,1929-03-08,38
Damaris,1960-05-26,721
Lanae,1945-06-28,947
Ellette,1960-04-17,276
Elvira,1900-04-11,367
Tiffie,1962-06-22,536
Nadine,1920-02-22,965
Flory,1920-06-29,714
Nollie,1986-02-08,658
Alleen,1915-10-16,319
Jolyn,1981-02-17,368
Vivia,2008-06-03,708
Layla,1999-05-30,419
Wanda,1923-11-23,452
Carly,1975-08-16,288
Maisey,2010-12-25,650
Layla,2015-05-15,252
Jorry,1954-01-24,721
Anthia,1983-01-19,509
Tersina,1949-03-30,714
Chastity,1929-01-31,567
Petronia,1957-02-25,523
Gaylene,1954-08-11,579
Merci,1958-11-26,114
Teriann,1936-08-31,285
Oralee,1964-02-15,250
Ninnetta,1935-11-15,644
Kial,2017-02-18,756
Etta,2010-05-29,543
Debee,1981-01-04,309
Maye,1941-04-06,409
Judy,1974-06-09,629
Bill,1974-10-03,603
Ardys,1933-11-17,490
Andree,1906-10-30,177
Charmaine,1934-05-22,844
Chastity,1993-05-14,66
Lanna,1996-04-27,338
Dennie,1924-03-05,186
Caritta,1989-04-13,962
Merrie,2005-11-23,621
Layla,1960-01-25,261
Ricky,1928-01-22,571
Jillayne,1913-07-25,311
Nicoli,1942-08-18,615
Luci,1982-12-21,930
Danika,1920-11-20,531
Correy,1963-02-20,996
Gratia,1997-06-03,607
Zia,1981-06-30,228
Renae,1990-12-24,408
Jacenta,2017-07-01,368
Delilah,1902-12-10,439
Paola,2014-09-11,537
Gusella,1919-07-26,679
Shannah,2015-02-19,131
Kerrin,1990-08-09,269
Dawn,1995-01-07,357
Tori,1984-07-10,737
Verla,2002-02-11,285
Vinita,1981-08-25,440
Tamqrah,1973-12-21,564
Sarette,1976-08-07,786
Annecorinne,1938-09-18,288
Felice,1977-11-27,628
Elena,1939-04-08,172
Lyssa,1947-06-14,821
Chandra,1998-10-18,779
Georgetta,1937-02-09,37
Kial,1939-09-02,485
Barbi,1966-04-19,846
Dyann,2000-07-30,145
Debee,1995-11-25,489
Charmaine,1900-03-24,444
Jessy,1947-05-19,694
Eolanda,1992-04-04,891
Concettina,1938-12-04,260
Ellette,1911-11-11,763
Christian,1914-03-26,556
Jemie,1919-03-26,279
Monika,1991-06-03,275
Deirdre,1958-10-25,789
Florencia,2002-01-28,633
Lesly,1999-06-04,994
Teddie,1935-02-02,327
Rubie,1943-04-02,82
Courtnay,1974-01-13,381
Mureil,1933-01-15,763
Berget,1963-09-25,239
Gusella,1992-11-24,500
Florencia,1926-05-12,17
Valeda,1916-05-30,237
Penelopa,1952-08-30,694
Ann-Marie,1917-02-06,751
Helsa,2018-10-31,735
Binny,1996-07-30,124
Correy,1946-10-06,866
Babita,1942-08-22,558
Nanete,1960-12-25,723
Lita,1972-04-01,891
Queenie,2016-07-04,852
Leontine,1984-06-27,221
Angela,1938-10-29,924
Gabriellia,1954-02-06,807
Hyacinthe,2015-01-31,628
Iseabal,2008-01-01,157
Aili,1944-09-11,114
Ivett,1919-06-28,695
Dulcinea,1990-11-22,543
Ericka,1982-04-10,785
Bobinette,1969-05-24,431
Cassandra,1926-01-04,100
Gusty,1943-03-08,41
Ardenia,2000-08-04,940
Sean,1970-09-04,350
Bernardine,1983-08-31,989
Gisela,2005-04-25,898
Gabriellia,1941-10-30,966
Misha,1900-01-29,179
Joceline,1961-11-13,379
Kathi,1915-08-25,249
Nickie,1961-03-10,883
Frieda,1956-08-28,984
Codie,1935-04-04,522
Molli,1975-05-02,417
Clarice,1940-07-02,47
Neila,1952-03-28,969
Britte,1904-12-01,149
Maurene,1952-09-13,891
Madalyn,1960-05-06,804
Brandise,2000-10-18,61
Alameda,2010-08-05,875
Marika,1946-05-29,809
Belva,1944-06-04,4
Betta,1968-06-21,239
Kial,1959-11-08,133
Nicoli,1956-06-13,310
Lenna,1901-02-08,522
Maud,1961-08-18,714
Mariann,1953-03-16,434
Doralynne,1998-07-08,39
Ninnetta,1939-05-21,914
Shel,1982-07-11,40
Gusty,1927-05-10,580
Oralee,1904-09-25,531
Roberta,2000-07-19,613
Lanna,1995-01-30,922
Karly,1917-05-07,259
Brietta,2010-05-07,96
Candy,1952-03-15,252
Ottilie,2000-05-24,871
Lolita,1945-04-15,346
Carolina,1956-01-19,654
Louella,1904-07-25,622
Lucille,1970-06-05,93
Hayley,1947-05-20,707
Viki,2018-10-07,468
Miquela,2002-06-16,753
Bobbi,1998-12-12,308
Doro,1905-04-24,982
Coral,1965-07-07,465
Jaime,1942-03-10,961
Pierette,1996-10-27,568
Shandie,2003-07-29,617
Ginnie,1955-07-13,827
Lulita,2007-05-27,891
Arlena,1960-08-05,399
Leanna,1953-11-09,799
Dania,1961-03-19,49
Queenie,2012-07-18,292
Damaris,1922-04-14,177
Gabi,1921-08-31,883
Lorenza,2009-10-14,979
Bobbi,1920-03-16,221
Ekaterina,1985-03-24,141
Mara,1940-10-24,591
Elbertina,1944-07-29,244
Riannon,1942-12-05,106
Kamilah,2012-04-23,85
Camile,1961-09-16,84
Gretal,1911-04-24,187
Ada,2005-07-09,160
Rani,1926-09-22,935
Estell,1971-04-02,581
Arabel,2011-03-15,316
Tressa,1988-05-04,382
Siana,1974-01-11,861
Aeriela,1943-10-03,860
Correy,1996-02-24,103
Sophia,1990-08-15,445
Felice,1923-12-16,355
Laurene,2019-01-22,310
Corene,1988-07-24,581
Jean,2011-10-16,565
Feliza,1989-04-20,656
Ada,1935-03-06,529
Aeriela,1976-12-22,723
Gianina,1945-09-15,232
Claudina,1907-08-21,167
Mahalia,1912-01-03,798
Shell,1901-10-03,611
Esmeralda,1963-11-18,412
Chere,1948-06-07,722
Elise,1983-12-29,732
Melina,1997-04-27,658
Lisette,1946-04-08,722
Nananne,2009-01-05,750
Jerry,1939-07-04,479
Wileen,1906-02-16,22
Annecorinne,2008-05-04,122
Kristina,1910-09-26,348
Lenna,1954-05-07,51
Audrie,1902-04-07,355
Diena,2006-05-19,819
Jerry,1920-01-31,535
Felice,1939-09-27,763
Lucy,1972-10-19,356
Ingrid,1934-08-10,446
Ketti,1972-09-15,540
Gertrud,1944-12-27,818
Quintina,2000-08-28,247
Kristina,1995-01-23,119
Marita,2017-10-19,267
Ira,1927-04-07,512
Dode,2003-02-25,864
Susan,1934-02-11,435
Hollie,1992-11-24,204
Eve,1959-06-01,727
Elka,1971-09-25,397
Agnese,2014-05-29,791
Sibella,1998-08-17,243
Zondra,2007-09-10,480
Maurene,2001-01-20,457
Donetta,2009-06-05,749
Adore,1913-08-29,470
Nannie,1943-09-29,573
Livvyy,1946-07-17,769
Angelique,2005-04-21,732
Betta,1940-01-14,105
Melina,1995-02-22,678
Raina,1965-10-05,880
Kore,1931-09-29,117
Helsa,1909-07-31,415
Michaelina,1961-08-01,793
Vere,1994-07-24,26
Lulita,1997-12-19,685
Sara-Ann,1960-01-03,257
Amii,2001-05-15,446
Reeba,2014-09-27,712
Viviene,1928-03-30,695
Mary,1905-06-16,868
Georgetta,2003-08-01,40
Lindie,1970-12-03,97
Maryellen,1925-05-30,248
Cindelyn,2012-03-28,829
Chere,1915-07-17,432
Calla,1900-01-25,257
Andeee,1919-07-02,142
Millie,1986-11-23,393
Etta,1919-01-19,726
Nonnah,1959-08-29,698
