Song,Date,Total Number of Plays for Date
Robinia,1922-07-28,45
Robinia,1925-06-06,149
Robinia,1928-07-29,946
Robinia,1939-04-29,457
Robinia,1953-06-06,368
Robinia,1954-05-16,223
Robinia,1973-12-10,83
Robinia,1992-10-18,85
Robinia,1999-11-07,824
Robinia,2002-10-22,625
Robinia,2005-09-22,289
Rochette,1914-04-24,233
Rochette,1917-06-29,122
Rochette,1923-06-26,173
Rochette,1936-04-28,438
Rochette,1947-10-19,570
Rochette,1950-04-24,912
Rochette,1954-02-27,640
Rochette,1956-07-03,33
Rochette,1961-11-14,815
Rochette,1987-06-29,730
Rochette,1989-06-12,932
Rochette,1994-08-18,985
Rochette,1998-04-01,963
Rochette,2002-03-13,234
Rochette,2003-05-14,769
Rochette,2004-06-08,418
Rochette,2014-03-11,33
Rochette,2014-04-01,75
Romona,1902-03-12,730
Romona,1905-04-14,359
Romona,1925-12-07,839
Romona,1927-11-21,43
Romona,1932-06-17,269
Romona,1943-01-27,169
Romona,1952-02-13,979
Romona,1952-07-28,712
Romona,1965-01-17,140
Romona,1987-05-08,364
Ronna,1938-12-29,723
Ronna,1954-03-09,896
Ronna,1970-03-13,15
Ronna,1974-04-13,451
Ronna,2013-03-26,196
Ronna,2015-05-23,785
Ronna,2018-11-07,219
Rori,1900-01-28,755
Rori,1900-04-07,977
Rori,1901-09-09,197
Rori,1907-09-22,250
Rori,1911-09-20,894
Rori,1912-06-11,41
Rori,1912-09-25,246
Rori,1917-04-06,31
Rori,1919-03-13,957
Rori,1920-07-26,979
Rori,1937-05-02,12
Rori,1960-03-09,670
Rori,1963-10-19,488
Rori,1965-11-07,219
Rori,1966-11-10,576
Rori,1982-08-03,352
Rori,1994-03-29,297
Rori,2010-07-10,89
Rosabelle,1909-06-15,731
Rosabelle,1951-09-27,681
Rosabelle,1953-05-29,215
Rosabelle,1971-06-27,853
Rosabelle,1971-09-12,884
Rosabelle,1979-04-16,575
Rosabelle,1984-10-25,841
Rosabelle,1989-10-03,470
Rosabelle,2004-02-11,16
Rosabelle,2017-04-17,881
Rosaline,1929-03-08,38
Rosaline,1929-04-01,283
Rosaline,1947-12-11,769
Rosaline,1951-05-13,819
Rosaline,1954-04-09,705
Rosaline,1964-10-02,540
Rosaline,1985-09-05,616
Rosaline,1987-08-08,88
Rosaline,2000-07-11,849
Rosaline,2003-03-17,3
Rosaline,2003-07-04,283
Rosaline,2009-08-15,65
Rosaline,2015-11-26,774
Rosaline,2017-06-04,336
Rosanne,1900-09-15,161
Rosanne,1902-11-14,888
Rosanne,1914-03-30,479
Rosanne,1927-06-24,862
Rosanne,1936-08-28,26
Rosanne,1956-12-25,305
Rosanne,1984-09-27,238
Rosanne,1990-03-25,150
Rosanne,1996-05-16,81
Rosanne,1999-10-21,785
Rosanne,2008-08-12,998
Rosanne,2014-02-18,513
Roseline,1915-10-09,572
Roseline,1920-10-09,128
Roseline,1922-02-11,842
Roseline,1954-04-22,639
Roseline,1961-02-07,23
Roseline,1967-02-13,173
Roseline,1972-01-15,983
Roseline,1973-01-13,688
Roseline,1974-01-29,476
Roseline,1980-02-10,167
Roseline,1982-07-26,106
Roseline,1990-03-08,434
Roseline,1992-04-21,287
Roseline,1992-11-28,249
Roseline,2005-03-03,245
Roseline,2011-12-18,195
Roseline,2016-04-13,809
Roseline,2019-03-23,768
Rosene,1912-09-01,386
Rosene,1916-10-09,394
Rosene,1918-11-06,873
Rosene,1926-10-25,951
Rosene,1950-02-22,562
Rosene,1960-12-23,477
Rosene,1963-08-13,489
Rosene,1967-04-25,185
Rosene,1980-04-10,852
Rosene,1991-02-01,508
Rosene,1996-11-27,481
Rosene,2002-02-22,179
Roslyn,1914-07-21,752
Roslyn,1916-01-01,557
Roslyn,1921-02-06,920
Roslyn,1925-09-06,849
Roslyn,1953-12-10,763
Roslyn,1959-02-05,51
Roslyn,1971-11-18,235
Roslyn,1972-12-31,398
Roslyn,1999-05-30,65
Roslyn,2002-01-21,854
Roslyn,2007-03-22,818
Roslyn,2015-11-17,191
Roxane,1906-05-19,338
Roxane,1910-08-24,23
Roxane,1923-03-08,935
Roxane,1928-07-16,545
Roxane,1939-09-20,657
Roxane,1969-02-15,209
Roxane,1973-04-26,542
Roxane,1987-01-07,128
Roxane,2000-08-31,553
Roxane,2006-01-29,455
Roxane,2007-07-31,8
Roxane,2016-08-22,845
Roxane,2018-02-16,742
Roz,1900-02-04,21
Roz,1911-04-21,498
Roz,1912-06-05,518
Roz,1922-07-25,237
Roz,1933-09-14,832
Roz,1934-01-19,275
Roz,1947-11-29,999
Roz,1965-07-18,217
Roz,1988-11-10,913
Roz,1996-06-17,951
Roz,1999-12-08,473
Roz,2007-03-27,40
Rozele,1905-10-15,623
Rozele,1907-04-25,471
Rozele,1913-10-20,95
Rozele,1921-08-19,256
Rozele,1930-05-21,946
Rozele,1931-08-24,674
Rozele,1938-08-31,2
Rozele,1950-04-23,371
Rozele,1954-03-26,660
Rozele,1969-06-20,971
Rozele,1972-01-08,540
Rozele,1974-03-01,853
Rozele,1979-02-04,319
Rozele,2002-01-26,493
Rozele,2010-05-15,58
Rozele,2019-02-17,308
Rubie,1909-07-11,502
Rubie,1922-01-05,136
Rubie,1931-12-26,809
Rubie,1937-04-10,372
Rubie,1943-04-02,82
Rubie,1943-08-30,14
Rubie,1953-02-06,270
Rubie,1954-05-06,855
Rubie,1956-09-10,640
Rubie,1956-12-10,816
Rubie,1969-08-02,642
Rubie,1970-12-29,244
Rubie,1971-03-11,402
Rubie,1975-04-22,348
Rubie,1978-11-30,324
Rubie,1982-03-31,613
Rubie,1985-12-30,191
Rubie,2007-02-19,483
Ruthe,1908-12-29,875
Ruthe,1917-03-31,389
Ruthe,1925-11-09,300
Ruthe,1936-04-04,437
Ruthe,1939-12-28,55
Ruthe,1949-03-16,436
Ruthe,1949-09-12,971
Ruthe,1951-08-04,53
Ruthe,1961-11-25,55
Ruthe,1981-01-17,629
Ruthe,2007-08-17,124
Sabina,1906-03-21,824
Sabina,1912-03-29,763
Sabina,1915-03-19,146
Sabina,1921-04-18,620
Sabina,1923-09-22,492
Sabina,1925-07-27,101
Sabina,1934-11-29,560
Sabina,1965-11-25,298
Sabina,1981-09-18,476
Sabina,1988-11-14,866
Sabina,1989-12-14,423
Sabina,1991-06-27,906
Sabina,2004-06-18,22
Sabina,2006-04-14,229
Sabina,2006-10-02,997
Sabina,2014-05-01,620
Sabina,2018-04-03,183
Sadie,1901-03-02,952
Sadie,1929-10-27,317
Sadie,1932-03-29,976
Sadie,1942-03-04,370
Sadie,1949-09-25,506
Sadie,1981-03-03,293
Sadie,1989-09-21,81
Sadie,1996-02-10,302
Sadie,2013-06-22,93
Sadie,2015-08-31,971
Sallie,1920-01-31,889
Sallie,1941-11-21,99
Sallie,1943-06-03,783
Sallie,1965-06-20,74
Sallie,1983-02-15,272
Sallie,1985-05-21,170
Sallie,1994-03-03,647
Sallie,2003-07-19,990
Sallie,2006-10-04,719
Sallie,2009-09-02,21
Sam,1917-05-14,384
Sam,1936-04-12,462
Sam,1961-08-08,117
Sam,1963-12-26,827
Sam,1964-02-04,442
Sam,1970-08-26,798
Sam,1971-03-12,414
Sam,1973-10-21,772
Sam,1985-03-13,893
Sam,1987-07-15,643
Sam,1988-10-31,147
Sam,2011-06-05,883
Sandie,1903-03-25,413
Sandie,1903-07-26,242
Sandie,1908-08-01,752
Sandie,1914-06-17,108
Sandie,1941-12-22,664
Sandie,1954-06-11,64
Sandie,1959-06-30,9
Sandie,1964-11-10,905
Sandie,1978-05-13,153
Sandie,1988-08-26,286
Sandie,2003-05-06,534
Sandie,2013-05-02,266
Sandie,2016-02-12,39
Sara-Ann,1916-04-19,695
Sara-Ann,1950-11-07,373
Sara-Ann,1958-07-02,277
Sara-Ann,1960-01-03,257
Sara-Ann,1962-02-05,155
Sara-Ann,1972-02-01,921
Sara-Ann,1973-05-10,535
Sara-Ann,1992-10-14,946
Sara-Ann,1994-02-05,638
Sara-Ann,1994-08-16,630
Sara-Ann,1995-06-06,136
Sara-Ann,1995-08-11,459
Sara-Ann,2008-03-30,461
Sara-Ann,2016-06-19,74
Sarette,1900-05-07,65
Sarette,1926-11-01,741
Sarette,1942-06-17,81
Sarette,1948-03-08,627
Sarette,1957-09-05,271
Sarette,1961-09-06,860
Sarette,1968-11-09,452
Sarette,1976-08-07,786
Sarette,1983-05-16,530
Sarette,1993-07-06,136
Sarette,2017-08-13,655
Sashenka,1909-09-12,486
Sashenka,1917-08-07,712
Sashenka,1921-11-09,80
Sashenka,1933-05-27,907
Sashenka,1934-03-09,413
Sashenka,1939-08-01,436
Sashenka,1943-06-16,482
Sashenka,1951-07-19,103
Sashenka,1957-04-13,660
Sashenka,1958-03-19,295
Sashenka,1966-05-15,40
Sashenka,1980-08-06,507
Sashenka,1984-12-15,751
Sashenka,1988-03-28,938
Sashenka,1990-03-12,771
Sashenka,2009-03-20,556
Sean,1903-02-08,38
Sean,1907-06-08,196
Sean,1914-07-26,694
Sean,1936-02-14,309
Sean,1939-09-05,179
Sean,1944-04-02,76
Sean,1970-09-04,350
Sean,1977-04-21,9
Sean,1978-04-24,996
Sean,1996-12-03,539
Sean,1999-10-22,497
Sean,2000-09-01,357
Sean,2008-03-11,359
Sean,2010-05-09,102
Sean,2015-09-21,42
Sean,2018-01-04,899
Selia,1904-07-18,714
Selia,1912-06-09,702
Selia,1916-11-22,889
Selia,1920-06-16,971
Selia,1921-06-02,615
Selia,1923-11-25,624
Selia,1937-07-20,431
Selia,1949-05-19,665
Selia,1966-09-01,567
Selia,1968-06-27,946
Selia,1970-08-07,221
Selia,1971-10-27,335
Selia,1975-10-15,475
Selia,1977-09-26,666
Selia,1978-01-06,957
Selia,1988-07-19,48
Selia,1996-02-05,456
Selia,2006-10-11,497
Selia,2010-10-14,201
Selia,2012-07-21,387
Selia,2015-03-15,459
Selma,1900-10-27,39
Selma,1910-04-09,828
Selma,1917-05-05,211
Selma,1923-03-13,298
Selma,1938-04-10,259
Selma,1952-02-12,963
Selma,1952-06-02,231
Selma,1960-12-01,110
Selma,1962-06-29,190
Selma,1964-07-21,106
Selma,1983-07-30,243
Selma,1985-02-21,600
Selma,1986-08-10,701
Selma,1988-01-01,976
Selma,2000-09-25,974
Selma,2003-06-11,253
Selma,2005-02-17,654
Shaine,1912-05-30,973
Shaine,1919-07-24,914
Shaine,1937-04-25,594
Shaine,1950-02-13,274
Shaine,1957-03-05,522
Shaine,1957-11-05,823
Shaine,1962-12-31,649
Shaine,1976-01-03,345
Shaine,1995-06-28,2
Shaine,2003-10-03,187
Shaine,2008-05-13,736
Shaine,2008-07-28,698
Shaine,2015-10-27,573
Shandie,1903-10-24,163
Shandie,1908-08-31,864
Shandie,1913-09-21,32
Shandie,1916-12-26,353
Shandie,1928-02-13,593
Shandie,1943-11-07,507
Shandie,1947-03-16,519
Shandie,1952-12-12,729
Shandie,1954-06-17,244
Shandie,1958-11-23,973
Shandie,1968-10-15,707
Shandie,1970-07-08,283
Shandie,1977-08-09,55
Shandie,1979-02-06,915
Shandie,1981-09-10,737
Shandie,1996-02-03,603
Shandie,2003-07-29,617
Shandie,2003-08-13,52
Shandie,2005-04-12,141
Shannah,1905-03-07,44
Shannah,1921-05-12,622
Shannah,1942-07-29,605
Shannah,1958-04-19,357
Shannah,1962-10-24,905
Shannah,1975-06-20,539
Shannah,1988-10-04,957
Shannah,1991-02-24,247
Shannah,1998-10-22,650
Shannah,2015-02-19,131
Shannah,2016-01-02,842
Shannah,2019-07-02,843
Sharai,1914-04-19,506
Sharai,1925-11-28,941
Sharai,1928-09-16,625
Sharai,1964-12-12,766
Sharai,1967-06-21,79
Sharai,1975-01-09,727
Sharai,2001-06-05,761
Sharai,2010-07-14,999
Sharai,2014-02-15,823
Sharai,2014-12-09,224
Sharai,2017-08-26,870
Sharlene,1908-05-04,107
Sharlene,1916-03-28,866
Sharlene,1926-06-09,782
Sharlene,1935-05-23,987
Sharlene,1947-11-30,524
Sharlene,1959-09-21,54
Sharlene,1962-08-15,946
Sharlene,1990-03-18,24
Sharlene,1994-01-22,61
Shauna,1912-01-19,217
Shauna,1940-08-31,42
Shauna,1940-11-28,878
Shauna,1942-02-24,344
Shauna,1949-08-29,347
Shauna,1959-03-26,221
Shauna,1960-04-15,502
Shauna,1975-07-17,830
Shauna,1978-10-24,938
Shauna,1985-02-14,939
Shauna,1995-02-22,455
Shauna,2006-08-11,296
Shaylyn,1901-01-07,498
Shaylyn,1914-01-05,74
Shaylyn,1922-10-17,371
Shaylyn,1924-05-01,331
Shaylyn,1963-06-10,18
Shaylyn,1980-07-12,214
Shaylyn,1982-10-12,390
Shaylyn,1986-07-01,851
Shaylyn,2005-01-29,895
Shaylyn,2018-01-01,828
Sheelagh,1900-02-21,986
Sheelagh,1903-10-12,580
Sheelagh,1921-12-12,977
Sheelagh,1921-12-20,725
Sheelagh,1923-11-24,168
Sheelagh,1949-02-26,237
Sheelagh,1950-09-26,956
Sheelagh,1958-03-28,246
Sheelagh,1958-12-08,413
Sheelagh,1986-03-23,145
Sheelagh,1998-07-26,772
Shel,1903-07-30,210
Shel,1909-08-19,684
Shel,1909-11-02,368
Shel,1914-07-26,37
Shel,1921-03-22,116
Shel,1947-10-07,833
Shel,1957-11-05,760
Shel,1966-10-26,566
Shel,1975-08-22,395
Shel,1982-07-11,40
Shel,1984-04-06,172
Shel,1999-06-29,197
Shel,2003-02-24,311
Shel,2008-07-26,350
Shel,2012-11-27,32
Shell,1901-10-03,611
Shell,1903-03-14,713
Shell,1911-03-09,486
Shell,1948-03-08,773
Shell,1954-08-11,162
Shell,1957-08-07,99
Shell,1972-09-06,829
Shell,1983-12-25,483
Shell,1987-10-01,848
Shell,1989-03-13,854
Shell,1996-01-24,247
Shell,2004-04-25,672
Shell,2010-05-29,339
Shell,2014-08-06,288
Shell,2019-08-30,767
Sheree,1914-06-07,98
Sheree,1914-12-16,872
Sheree,1915-08-04,48
Sheree,1918-09-15,943
Sheree,1922-06-28,3
Sheree,1929-02-07,444
Sheree,1936-02-01,881
Sheree,1942-03-22,667
Sheree,1955-06-01,553
Sheree,1963-06-11,793
Sheree,1974-02-05,918
Sheree,1974-03-14,472
Sheree,1975-06-11,756
Sheree,1992-01-13,694
Sheree,2005-06-10,154
Sheree,2007-10-17,38
Sheree,2018-05-25,930
Sherrie,1907-10-14,69
Sherrie,1915-07-21,731
Sherrie,1916-08-24,169
Sherrie,1916-09-10,495
Sherrie,1917-10-16,357
Sherrie,1920-09-11,782
Sherrie,1939-03-25,389
Sherrie,1943-09-10,551
Sherrie,1964-06-21,169
Sherrie,1973-12-01,441
Sherrie,1979-05-31,159
Sherrie,1994-06-13,972
Sherrie,2010-04-13,637
Sherrie,2011-09-09,410
Sherrie,2017-09-20,349
Shirlee,1902-01-03,595
Shirlee,1911-08-18,339
Shirlee,1912-05-18,832
Shirlee,1935-09-26,104
Shirlee,1939-04-13,796
Shirlee,1942-10-06,889
Shirlee,1954-10-06,246
Shirlee,1962-05-22,819
Shirlee,1966-01-14,542
Shirlee,1966-04-20,30
Shirlee,1980-11-27,304
Shirlee,1995-03-15,928
Shirlee,2016-12-02,502
Siana,1903-09-04,250
Siana,1908-05-17,464
Siana,1927-05-04,324
Siana,1931-02-23,746
Siana,1931-11-24,111
Siana,1935-08-13,366
Siana,1935-12-11,698
Siana,1936-06-24,642
Siana,1946-01-27,248
Siana,1956-09-16,573
Siana,1964-05-31,451
Siana,1965-02-22,71
Siana,1974-01-11,861
Siana,1998-10-05,448
Siana,2004-01-08,184
Sibella,1908-02-02,325
Sibella,1908-05-27,772
Sibella,1911-05-18,845
Sibella,1913-05-06,864
Sibella,1926-05-25,951
Sibella,1938-12-18,688
Sibella,1941-03-10,464
Sibella,1949-08-20,403
Sibella,1955-05-08,417
Sibella,1964-08-08,181
Sibella,1969-01-20,775
Sibella,1974-08-06,929
Sibella,1998-08-17,243
Sibella,2017-05-30,824
Sidoney,1904-12-09,895
Sidoney,1906-09-03,652
Sidoney,1909-02-12,122
Sidoney,1915-09-15,789
Sidoney,1917-03-20,496
Sidoney,1923-08-04,795
Sidoney,1940-10-18,28
Sidoney,1942-04-24,802
Sidoney,1946-05-04,867
Sidoney,1949-11-23,382
Sidoney,1952-11-08,92
Sidoney,1953-01-21,553
Sidoney,1955-01-30,396
Sidoney,1974-02-14,965
Sidoney,1975-08-20,216
Sidoney,2005-06-27,493
Sidoney,2013-12-08,213
Silvana,1900-10-08,627
Silvana,1923-07-04,174
Silvana,1944-06-20,644
Silvana,1955-01-01,516
Silvana,1955-02-02,36
Silvana,1955-11-15,256
Silvana,1961-01-31,154
Silvana,1969-02-20,663
Silvana,1979-02-27,980
Silvana,1999-08-18,341
Silvana,2006-10-28,330
Silvana,2009-12-02,791
Silvana,2015-03-22,386
Silvana,2019-04-22,786
Sindee,1916-03-31,164
Sindee,1920-08-21,691
Sindee,1924-06-16,329
Sindee,1941-06-27,309
Sindee,1942-11-23,9
Sindee,1958-06-02,259
Sindee,1983-07-09,937
Sindee,1984-01-16,29
Sindee,2013-08-24,380
Sissy,1920-09-28,697
Sissy,1924-12-02,873
Sissy,1926-09-03,207
Sissy,1935-02-04,764
Sissy,1936-04-28,602
Sissy,1961-01-29,525
Sissy,1964-12-07,978
Sissy,1972-02-04,536
Sissy,1973-04-22,67
Sissy,1989-06-24,505
Sissy,1995-08-11,141
Sissy,1998-06-30,271
Sonni,1900-01-21,414
Sonni,1904-02-10,90
Sonni,1904-10-25,26
Sonni,1920-04-11,616
Sonni,1923-11-23,998
Sonni,1930-05-09,592
Sonni,1939-12-29,438
Sonni,1960-07-02,242
Sonni,1973-12-02,731
Sonni,1977-10-06,755
Sonni,1978-10-07,110
Sonni,1991-09-15,883
Sonni,1994-07-02,953
Sonni,2000-05-24,994
Sonni,2006-11-13,551
Sonni,2017-05-05,769
Sophia,1914-07-12,884
Sophia,1921-07-26,400
Sophia,1931-03-01,455
Sophia,1940-03-11,323
Sophia,1945-05-01,104
Sophia,1947-05-05,104
Sophia,1953-10-08,525
Sophia,1957-10-20,522
Sophia,1958-07-15,389
Sophia,1979-07-16,381
Sophia,1980-04-26,539
Sophia,1984-12-15,222
Sophia,1987-07-06,866
Sophia,1990-08-15,445
Sophia,1996-08-29,727
Sophia,1997-03-12,158
Stacey,1907-11-16,512
Stacey,1923-07-30,374
Stacey,1935-01-12,983
Stacey,1938-04-26,883
Stacey,1940-10-01,96
Stacey,1941-03-17,704
Stacey,1945-06-07,659
Stacey,1962-07-04,787
Stacey,1976-03-15,417
Starla,1907-01-16,283
Starla,1909-12-09,394
Starla,1916-07-02,533
Starla,1916-10-09,526
Starla,1920-11-17,471
Starla,1935-06-14,390
Starla,1951-01-24,549
Starla,1965-08-26,799
Starla,1980-08-14,180
Starla,1986-11-13,373
Starla,1994-10-26,748
Starla,1999-11-11,985
Starla,2014-09-03,87
Steffane,1906-08-19,444
Steffane,1907-12-28,565
Steffane,1910-01-18,885
Steffane,1917-08-20,151
Steffane,1918-09-17,934
Steffane,1927-04-16,2
Steffane,1943-07-20,900
Steffane,1955-06-05,888
Steffane,1958-12-16,341
Steffane,1965-07-19,752
Steffane,1969-08-08,369
Steffane,1971-04-18,213
Steffane,1981-02-09,215
Steffane,1990-02-27,824
Steffane,1994-11-22,651
Steffane,2001-05-23,317
Steffane,2001-09-19,729
Steffane,2004-03-29,979
Stephanie,1917-05-12,381
Stephanie,1918-07-12,786
Stephanie,1924-08-30,895
Stephanie,1930-07-20,434
Stephanie,1938-06-06,3
Stephanie,1950-10-25,48
Stephanie,1951-08-04,106
Stephanie,1957-10-02,624
Stephanie,1961-08-16,167
Stephanie,1965-10-03,466
Stephanie,2000-09-26,668
Stephanie,2018-09-18,795
Stevana,1909-02-16,213
Stevana,1930-05-04,87
Stevana,1936-01-23,693
Stevana,1952-03-10,74
Stevana,1958-12-05,306
Stevana,1964-01-23,713
Stevana,1984-01-21,337
Stevana,1994-09-25,674
Stevana,2004-07-30,823
Stevana,2012-10-08,905
Sue,1905-03-16,811
Sue,1906-05-02,288
Sue,1907-11-27,35
Sue,1918-04-28,541
Sue,1925-01-17,895
Sue,1925-08-13,196
Sue,1928-07-18,84
Sue,1929-11-16,428
Sue,1931-01-02,422
Sue,1953-08-12,618
Sue,1961-04-08,750
Sue,1966-08-29,850
Sue,1969-07-23,722
Sue,1970-05-07,77
Sue,1980-12-03,527
Sue,1991-12-09,776
Sue,2012-10-09,325
Sue,2018-12-17,777
Susan,1901-06-23,133
Susan,1904-05-24,302
Susan,1915-05-06,459
Susan,1917-04-20,386
Susan,1920-06-30,674
Susan,1931-12-10,724
Susan,1932-12-05,304
Susan,1934-02-11,435
Susan,1936-10-02,760
Susan,1939-06-25,867
Susan,1956-04-16,141
Susan,1962-01-21,551
Susan,1971-12-09,911
Susan,1984-10-26,414
Susan,2011-10-07,907
Susette,1906-01-20,747
Susette,1906-01-28,58
Susette,1907-04-25,181
Susette,1912-07-10,951
Susette,1938-08-26,918
Susette,1948-11-15,803
Susette,1952-11-29,953
Susette,1958-08-12,177
Susette,1974-07-17,76
Susette,1980-02-17,530
Susette,1986-06-16,564
Susette,1999-11-07,151
Susette,2006-02-17,376
Susette,2014-09-22,87
Susette,2016-03-10,456
Suzette,1907-06-07,540
Suzette,1931-06-21,817
Suzette,1934-05-23,977
Suzette,1940-06-02,292
Suzette,1945-12-06,763
Suzette,1957-02-15,459
Suzette,1974-03-22,40
Suzette,1974-10-17,343
Suzette,1978-08-27,463
Suzette,1980-07-21,601
Suzette,2000-03-11,458
Suzette,2009-09-02,2
Suzette,2016-05-13,892
Sybille,1905-08-29,816
Sybille,1909-08-07,592
Sybille,1922-07-24,68
Sybille,1940-04-14,197
Sybille,1950-05-08,897
Sybille,1963-12-28,643
Sybille,1977-08-23,524
Sybille,1978-08-04,963
Sybille,1981-06-14,79
Sybille,1982-06-28,58
Sybille,1983-09-22,584
Sybille,1987-02-07,913
Sybille,1990-07-13,88
Sybille,1994-07-21,487
Sybille,2008-08-11,679
Sybille,2011-04-22,712
Sybille,2018-02-17,903
Tabbatha,1910-11-10,389
Tabbatha,1913-09-12,521
Tabbatha,1925-10-26,911
Tabbatha,1929-11-02,199
Tabbatha,1932-01-23,119
Tabbatha,1936-02-05,611
Tabbatha,1950-06-02,935
Tabbatha,1952-10-21,851
Tabbatha,1961-12-09,8
Tabbatha,1973-12-01,990
Tabbatha,1979-12-20,723
Tabbatha,1985-12-31,439
Tabbatha,1996-12-09,270
Tabbatha,2014-01-26,184
Taffy,1905-11-19,900
Taffy,1906-12-06,117
Taffy,1915-09-02,780
Taffy,1916-02-17,601
Taffy,1917-09-15,516
Taffy,1920-05-05,595
Taffy,1928-11-04,597
Taffy,1935-08-04,363
Taffy,1945-03-05,130
Taffy,1954-07-12,590
Taffy,1956-02-04,792
Taffy,1965-09-26,162
Taffy,1970-06-12,664
Taffy,1982-06-10,182
Taffy,1996-01-03,2
Taffy,1999-06-01,335
Talya,1909-09-25,532
Talya,1921-03-25,813
Talya,1923-09-18,660
Talya,1930-06-09,680
Talya,1931-05-13,526
Talya,1931-06-12,448
Talya,1946-10-11,932
Talya,1957-09-26,977
Talya,1983-10-15,156
Talya,1985-12-27,489
Talya,1989-09-22,60
Talya,1992-12-01,395
Talya,1993-02-26,216
Talya,1995-04-19,481
Talya,1996-01-05,365
Talya,1998-07-01,455
Talya,1999-08-20,83
Talya,2000-03-03,759
Talya,2010-10-06,748
Talya,2018-03-16,721
Tami,1914-02-13,728
Tami,1915-02-12,257
Tami,1916-07-17,392
Tami,1932-03-19,933
Tami,1932-10-01,708
Tami,1933-04-10,617
Tami,1943-10-15,912
Tami,1944-03-15,472
Tami,1956-10-30,118
Tami,1961-11-04,327
Tami,1963-06-02,638
Tami,1973-10-12,631
Tami,1974-11-13,894
Tami,1980-05-26,856
Tami,1980-10-28,54
Tami,1991-10-13,937
Tami,2014-03-25,254
Tami,2014-12-24,55
Tami,2016-07-30,14
Tamqrah,1910-03-18,60
Tamqrah,1915-08-04,557
Tamqrah,1918-05-22,62
Tamqrah,1937-02-23,576
Tamqrah,1941-02-18,240
Tamqrah,1961-10-27,297
Tamqrah,1966-08-21,654
Tamqrah,1970-02-01,967
Tamqrah,1973-12-21,564
Tamqrah,1981-02-10,240
Tamqrah,1990-01-09,319
Tamqrah,1995-08-22,305
Tamqrah,2007-12-05,712
Tamqrah,2012-09-09,931
Tani,1964-03-12,666
Tani,1969-10-31,272
Tani,1973-04-18,376
Tani,1974-07-09,241
Tani,1977-04-29,631
Tani,1981-02-01,674
Tani,1981-09-01,594
Tani,1986-08-12,705
Tani,1993-03-03,288
Tani,2002-12-29,520
Tani,2010-08-14,310
Tarra,1903-03-23,859
Tarra,1920-07-12,304
Tarra,1923-08-13,815
Tarra,1933-08-15,455
Tarra,1934-09-18,505
Tarra,1965-08-23,501
Tarra,1974-08-28,374
Tarra,1975-03-06,427
Tarra,1992-04-05,124
Tarra,1997-05-20,4
Tarra,2007-02-17,956
Tarra,2017-07-31,743
Tatiania,1901-05-03,653
Tatiania,1908-08-03,954
Tatiania,1910-06-23,265
Tatiania,1916-10-25,20
Tatiania,1935-08-26,284
Tatiania,1957-04-13,704
Tatiania,1992-10-30,934
Tatiania,2012-03-24,759
Tatiania,2016-01-19,515
Tatiania,2017-02-01,224
Teddie,1908-03-08,242
Teddie,1919-12-09,381
Teddie,1935-02-02,327
Teddie,1935-08-14,245
Teddie,1955-09-28,261
Teddie,1961-03-24,57
Teddie,1972-06-14,879
Teddie,1983-03-16,665
Teddie,1987-04-29,207
Teddie,2006-05-20,577
Teddie,2018-09-25,399
Tera,1921-02-20,329
Tera,1922-08-17,113
Tera,1935-09-03,849
Tera,1946-03-29,846
Tera,1958-06-15,367
Tera,1978-09-29,839
Tera,1979-03-16,908
Tera,1993-05-16,769
Tera,2003-12-29,186
Tera,2015-08-07,122
Teriann,1923-06-18,814
Teriann,1930-02-25,386
Teriann,1936-08-26,6
Teriann,1936-08-31,285
Teriann,1944-05-14,468
Teriann,1948-07-28,333
Teriann,1953-12-04,986
Teriann,1975-08-06,923
Teriann,1988-11-06,926
Teriann,2006-03-03,858
Teriann,2018-01-13,643
Teriann,2019-10-07,986
Tersina,1913-02-16,336
Tersina,1919-02-12,898
Tersina,1924-09-21,498
Tersina,1941-05-07,823
Tersina,1948-12-12,979
Tersina,1949-03-30,714
Tersina,1949-05-09,752
Tersina,1968-06-21,563
Tersina,1981-04-30,178
Tersina,1984-02-28,836
Tersina,1985-01-18,366
Tersina,1992-01-21,257
Tersina,2003-11-09,575
Tersina,2007-01-15,83
Thalia,1904-08-07,107
Thalia,1915-05-08,424
Thalia,1928-01-19,238
Thalia,1930-07-25,306
Thalia,1932-04-29,772
Thalia,1940-06-22,203
Thalia,1942-06-30,63
Thalia,1949-08-04,811
Thalia,1954-03-11,582
Thalia,1958-10-01,641
Thalia,1978-10-20,342
Thalia,2017-07-30,924
Theodora,1905-11-06,388
Theodora,1915-05-24,625
Theodora,1917-03-03,758
Theodora,1920-05-01,486
Theodora,1920-05-19,396
Theodora,1921-02-27,990
Theodora,1991-06-12,179
Theodora,2000-12-29,410
Theodora,2003-11-18,950
Theodora,2004-05-17,300
Theodora,2007-03-26,62
Theodora,2009-02-23,61
Theodora,2015-11-01,455
Therine,1915-10-21,135
Therine,1917-02-15,679
Therine,1919-03-17,766
Therine,1932-12-26,289
Therine,1943-03-06,360
Therine,1958-03-24,209
Therine,1964-04-19,30
Therine,1968-07-11,119
Therine,1968-09-01,393
Therine,1972-04-27,133
Therine,1979-03-15,331
Therine,1984-02-17,109
Therine,1992-12-30,410
Therine,1998-04-03,67
Therine,2004-10-14,472
